event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE62266,2024-10-22,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,,275,Middle East,Occupied Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Newpress; Twitter,New media-National,"Property destruction: On 22 October 2024, Israeli military forces blew up houses and buildings [likely empty] in Tal as Sultan (Rafah, Gaza Strip), presumably in controlled explosions.",0,,1762829569
PSE62267,2024-10-23,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,,275,Middle East,Occupied Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,2,Quds News Network,National,"Property destruction: On 23 October 2024, Israeli military forces blew up houses and buildings [likely empty] in the Saudi area west of Rafah, coded to Tal as Sultan (Rafah, Gaza Strip), presumably in controlled explosions.",0,,1762829569
PSE62269,2024-10-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,,275,Middle East,Occupied Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,2,Quds News Network,National,"Property destruction: On 24 October 2024, Israeli military forces blew up houses and buildings [likely empty] in the Saudi area west of Tal as Sultan (Rafah, Gaza Strip), presumably in controlled explosions.",0,,1762829569
PSE62275,2024-10-19,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Palestine),,Political militia,Police Forces of Palestine (1994-) West Bank,,State forces,State forces-Political militia,,275,Middle East,Occupied Palestine,West Bank,Tubas,,Tubas,32.3209,35.3699,1,Long War Journal; Quds News Network,National-International,"On 19 October 2024, an unidentified Palestinian group detonated an explosive device targeting the Al Mukataa headquarters in Tubas city (Tubas, West Bank). There were no casualties.",0,,1730180197
PSE62276,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),,Protesters,,,,Protesters only,,275,Middle East,Occupied Palestine,West Bank,Nablus,,Bayt Furik,32.1769,35.3354,1,Quds News Network,National,"On 25 October 2024, a march was held in Bayt Furik (Nablus, West Bank) in support of Gaza and Lebanon, and against the ongoing Israeli crimes in Gaza and Lebanon.",0,crowd size=no report,1730180197
PSE62277,2024-10-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Settlers (Israel),,Political militia,Civilians (Palestine),Farmers (Palestine),Civilians,Political militia-Civilians,,275,Middle East,Occupied Palestine,West Bank,Ramallah and Al Bireh,,Turmus Ayya,32.0354,35.2856,1,PLO Negotiations Affairs Department,Other,"Looting: On 24 October 2024, Israeli settlers seized harvested olives from Palestinian farmers in Turmus Ayya (Ramallah and Al Bireh, West Bank).",0,,1753970390
PSE62278,2024-10-22,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),Students (Palestine),Protesters,,,,Protesters only,,275,Middle East,Occupied Palestine,West Bank,Ramallah and Al Bireh,,Bir Zayt,31.9696,35.1941,1,Quds News Network,National,"On 22 October 2024, a protest was held by Palestinian students at the Bir Zayt university (Ramallah and Al Bireh, West Bank) in support of Gaza and the Palestinian resistance, and against the ongoing Israeli aggression on Gaza and Lebanon. Protesters also expressed their allegiance to the deceased Hamas leader, Yahya Sinwar, and to every Palestinian martyr.",0,crowd size=no report,1730180197
PSE62279,2024-10-20,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Occupied Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,2,Palestine News and Information Agency,National,"On 20 October 2024, Israeli warplanes carried out airstrikes west of Rafah, coded to Tal as Sultan (Rafah, Gaza Strip). Casualties unknown.",0,,1762829569
PSE62280,2024-10-19,2024,1,Political violence,Violence against civilians,Attack,Settlement Emergency Squad,,Political militia,Civilians (Palestine),Farmers (Palestine),Civilians,Political militia-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,West Bank,Salfit,,Dayr Istiya,32.131,35.1396,1,Ma'an News Agency; Palestine News and Information Agency,National,"On 19 October 2024, armed Israeli settlers in military uniform, likely from the Settlement Emergency Squad, attacked (likely beat up) a Palestinian family in the Sayda area in Dayr Istiya (Salfit, West Bank) as they were harvesting olives. Settlers also fired shots in the air, forcing them to leave the area. There were no casualties.",0,,1754350346
PSE62285,2024-10-23,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),Health Workers (Palestine),Protesters,,,,Protesters only,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Ma'an News Agency,National,"On 23 October 2024, a protest, organized by Palestinian health workers, was held in Hebron city (Hebron, West Bank) in support of Palestinian health workers in Gaza, as well as against the Israeli attacks on Palestinian health workers. Protesters chanted slogans denouncing the attacks on health workers in Gaza and demanded the international community to intervene.",0,crowd size=no report,1730180197
PSE62286,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),,Protesters,,,,Protesters only,,275,Middle East,Occupied Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Quds News Network,National,"On 25 October 2024, a march was held in Hebron city (Hebron, West Bank) in support of Gaza and the Palestinian resistance, as well as against the ongoing war.",0,crowd size=no report,1730180197
PSE62293,2024-10-23,2024,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Occupied Palestine,West Bank,Salfit,,Qarawat Bani Hassan,32.128,35.099,1,Quds News Network,National,"On 23 October 2024, Palestinian rioters clashed with Israeli forces in Qarawat Bani Hassan (Salfit, West Bank). There were no casualties.",0,crowd size=no report,1754354914
