event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
EGY12292,2025-04-14,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Egypt),Labor Group (Egypt),Protesters,,,,Protesters only,,818,Northern Africa,Egypt,Gharbia,Samanoud,,Samannoud,30.9613,31.2412,1,Rassd,National,"On 14 April 2025, workers at the Samanoud Textile and Fur Company stopped work for half an hour and gathered at the factory in Samannoud (Samanoud, Gharbia) in a protest to demand the payment of the remainder of their March salary, of which they claim they only received an 80%.",0,crowd size=no report,1745363461
EGY12293,2025-04-10,2025,1,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-) National Security Agency,,State forces,Civilians (Egypt),Prisoners (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Matrouh,Mersa Matrouh,,Negila,31.4082,26.5885,1,Egypt Window; FJ Portal; Madamasr; New Arab,National-Regional,"On 10 April 2025, national security officers killed 2 persons in custody in Negila (Mersa Matrouh, Matrouh). They had turned themselves in the day before after 20 women from the village had been arrested to force them to surrender (coded separately). They were wanted in connection with a criminal clash with the police on 9 April that left 3 officers dead and 2 wounded.",2,,1764637279
EGY12294,2025-04-14,2025,2,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-),Police Forces of Egypt (2014-) Prison Guards,State forces,Civilians (Egypt),Prisoners (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Cairo,Al Khalifa,,Cairo - Al Khalifa,30.0163,31.2568,1,Egypt Window; Madamasr; New Arab; Rassd,National-Regional,"Around 14 April 2025 (as reported), police officers and security guards beat and hung from a door a detainee in a police station in Cairo - Al Khalifa (Al Khalifa, Cairo). The officers assaulted him after he had an altercation with one of them. The detainee fainted as a result of the torture and died, but it is unknown whether he passed away directly due to the torture. The interior ministry claimed that he died in a hospital where he had been transferred after feeling unwell following a fight with other detainees at a police station.",1,,1764637279
EGY12295,2025-04-15,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Egypt),Journalists (Egypt),Protesters,,,,Protesters only,,818,Northern Africa,Egypt,Cairo,Kasr Al Nile,,Cairo - Qasr al Nile,30.0488,31.2343,1,Madamasr; Rassd,National,"On 15 April 2025, people, including journalists, protested in front of the journalists' syndicate in Cairo - Qasr al Nile (Kasr Al Nile, Cairo) in solidarity with the Palestinian cause and to denounce Israel's crimes in Gaza, its blockade of the Strip, and the plans to displace the population. They also called for the opening of the Egyptian border with Gaza to break the Israeli siege.",0,crowd size=no report,1745363461
EGY12296,2025-04-12,2025,1,Demonstrations,Riots,Violent demonstration,Rioters (Egypt),,Rioters,Police Forces of Egypt (2014-),,State forces,State forces-Rioters,,818,Northern Africa,Egypt,Giza,Al Warak,,Al Warraq Island,30.117,31.227,1,Madamasr; Rassd,National,"On 12 April 2025, dozens of residents demonstrated in Al Warraq Island (Al Warak, Giza) against a police checkpoint and the continued detention of 6 youths over an earlier brawl with residents of another neighborhood. The police intervened by first throwing stones at the demonstrators and then sending reinforcements and firing tear gas and birdshot at them. Demonstrators threw stones at the police and clashes continued until the evening. At least 10 demonstrators were injured, one of them seriously. Police arrested 18 people.",0,crowd size=dozens,1745363461
EGY12300,2024-05-31,2024,2,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-),,State forces,Civilians (Egypt),,Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Assiut,Al Fath,,Arab Mateir,27.2644,31.2369,1,Madamasr,National,"Around 31 May 2024 (as reported), police forces killed a social worker in Arab Mateir (Al Fath, Assiut). The police claimed that the victim was in possession of weapons and drugs, but the family denied it and stated that he was on his farm land when he saw the officers and went to retrieve his cargo motorcycle, at which point he was shot in the head. His daughter was disappeared by the police the next day after reporting the incident (coded separately).",1,,1754563409
EGY12301,2024-01-11,2024,1,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-),,State forces,Civilians (Egypt),,Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Assiut,Sahel Salim,,Al Afadra,27.0399,31.3662,2,Madamasr,National,"On 11 January 2024, police forces killed 5 people from a family involved in a blood feud in a raid in the Sahel Selim district. The forensic report showed that one of the victims was shot 17 times, and another, a minor, 15 times. The interior ministry accused them of drug and arms trafficking. Event coded to Al Afadra (Sahel Salim, Assiut), one of the villages with more incidents of this type.",5,,1754563409
EGY12322,2025-03-11,2025,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Egypt (2014-),,State forces,Civilians (Syria),Ahmadi Religion of Peace and Light Group (Egypt); Refugees/IDPs (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Giza,6th of October 1,,6th October City,29.9464,30.9169,1,Amnesty International; Madamasr,Other-National,"On 11 March 2025, plain-clothed police officers arrested, without due legal process, 2 Syrian brothers, members of the Ahmadi religious minority, in their home in 6th October City (6th of October 1, Giza) and forcibly disappeared 1 of them. Both were registered as asylum seekers with the UNHCR. Egyptian authorities deported 1 of them to Syria on 9 April. The arrests and enforced disappearance are part of a crackdown by Egyptian authorities on members of the Ahmadi religious minority initiated in March and suspected to have been triggered after a member of the group hung a banner on a bridge advertising an Ahmadi TV channel earlier the same month. The member who was not deported reappeared on 10 April before the Supreme State Security Prosecution (SSSP), where he was interrogated without being allowed access to a lawyer of his choice and charged with 'joining a group established in violation of the constitution and the law.' During his detention, lawyers have stated that he has not received medical treatment or adequate food.",0,,1767742766
EGY12323,2025-03-10,2025,2,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-) National Security Agency,,State forces,Civilians (Egypt),Ahmadi Religion of Peace and Light Group (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Cairo,Al Waily,,Cairo,30.0771,31.2859,2,Amnesty International; Madamasr,Other-National,"Around 10 March 2025 (between 10 March - 8 April), National Security Agency (NSA) officers tortured by electric shocks to his genitals and by beating him with a stick all over his body a member of the Ahmadi religious minority in a detention facility in Cairo (Al Waily, Cairo). He had been arrested and disappeared by security forces on 10 March, and reappeared on 10 April before the Supreme State Security Prosecution (SSSP), where he was interrogated without being allowed access to a lawyer of his choice and charged with 'joining a group established in violation of the constitution and the law.' During his detention, he was also denied adequate food and medical treatment. His enforced disappearance and detention was part of a crackdown by Egyptian authorities on members of the Ahmadi religious minority initiated in March and suspected to have been triggered after a member of the group hung a banner on a bridge advertising an Ahmadi TV channel earlier the same month.",0,,1767742766
EGY12324,2025-03-13,2025,1,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-) National Security Agency,,State forces,Civilians (Egypt),Ahmadi Religion of Peace and Light Group (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Sharqia,10th of Ramadan 1,,10th of Ramadan City,30.2964,31.7463,1,Amnesty International; Madamasr,Other-National,"On 13 March 2025, National Security Agency (NSA) officers abducted and tortured by electric shocks to his genitals and by beating him with an iron object, which led to the severing of a tendon in his hand, a member of the Ahmadi religious minority in a detention facility in 10th of Ramadan City (10th of Ramadan 1, Sharqia). He had been arrested and disappeared by security forces on 13 March, and reappeared on 10 April before the Supreme State Security Prosecution (SSSP), where he was interrogated without being allowed access to a lawyer of his choice and charged with 'joining a group established in violation of the constitution and the law.' During his detention, he was also denied adequate food and medical treatment. His enforced disappearance and detention was part of a crackdown by Egyptian authorities on members of the Ahmadi religious minority initiated in March and suspected to have been triggered after a member of the group hung a banner on a bridge advertising an Ahmadi TV channel earlier the same month.",0,,1767742766
EGY12325,2025-03-15,2025,2,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Egypt (2014-),,State forces,Civilians (Egypt),Ahmadi Religion of Peace and Light Group (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,Cairo,Al Waily,,Cairo,30.0771,31.2859,3,Amnesty International; Madamasr,Other-National,"Around 15 March 2025 (from 1 - 31 March), security forces arrested and disappeared at least 4 Egyptian members of the Ahmadi religious minority. The location of the initial arrests is unknown. Event coded to the capital Cairo (Al Waily, Cairo). The enforced disappearances are part of a crackdown by Egyptian authorities on members of the Ahmadi religious minority initiated in March and suspected to have been triggered after a member of the group hung a banner on a bridge advertising an Ahmadi TV channel earlier the same month.",0,,1754410119
EGY12134,2024-06-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Egypt),,Protesters,,,,Protesters only,,818,Northern Africa,Egypt,Aswan,Nasr,,Nasr Al Nuba,24.5445,33.0393,1,Madamasr,National,"On 25 June 2024, residents cut an agricultural road (means unspecified) in Sayala village in Nasr Al Nuba (Nasr, Aswan) to protest long and rolling electricity blackouts amid high temperatures.",0,crowd size=no report,1749511113
EGY12195,2024-12-21,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Egypt),,Civilians,External/Other forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,North Sinai,Rafah,,Al Barth,30.9761,34.3031,2,Egypt Window; Sinai for Human Rights,Other-National,"On 21 December 2024, a strike of an Israeli fighter jet chasing a drone suspected to have been launched from Yemen hit inside Egyptian territory north of Al Barth (Rafah, North Sinai). Shrapnel from the missile impacted the vehicle of an Egyptian civilian and killed him.",1,,1753954363
EGY12367,2024-04-17,2024,2,Political violence,Violence against civilians,Attack,Police Forces of Egypt (2014-),Police Forces of Egypt (2014-) Prison Guards; Prisoners (Egypt); Rioters (Egypt),State forces,Civilians (Egypt),Prisoners (Egypt),Civilians,State forces-Civilians,Civilian targeting,818,Northern Africa,Egypt,New Valley,Al Kharga,,New Valley Prison,25.5847,30.6478,1,FJ Portal,National,"Around 17 April 2024, police officers, prison guards and prisoners from criminal cases tortured a detained prisoner for five hours with batons, electric cables and electric pistols at the New Valley Prison (Al Kharga, New Valley). He died of torture injuries on 17 April.",1,,1754410119
